Text,Aspect Term,Sentiment
"I connect a LaCie 2Big external drive via the firewire 800 interface, which is useful for Time Machine.",firewire 800 interface,Positive
"I connect a LaCie 2Big external drive via the firewire 800 interface, which is useful for Time Machine.",Time Machine,Neutral
"My Toshiba did not have sound on everything, just certain things.",sound,Negative
"I am overall very pleased with my toshiba satellite, I like the extra features, I love the windows 7 home premium.",extra features,Positive
"I am overall very pleased with my toshiba satellite, I like the extra features, I love the windows 7 home premium.",windows 7 home premium,Positive
The Aspire wont even boot past the Acer screen with a Droid (I have tried both Motorola and HTC) plugged into the USB port.,Acer screen,Negative
The Aspire wont even boot past the Acer screen with a Droid (I have tried both Motorola and HTC) plugged into the USB port.,USB port,Negative
The Aspire wont even boot past the Acer screen with a Droid (I have tried both Motorola and HTC) plugged into the USB port.,boot,Negative
The battery life was shorter than expected.,battery life,Negative
It fires up in the morning in less than 30 seconds and I have never had any issues with it freezing.,fires up,Positive
The keyboard is top notch.,keyboard,Positive
It drives me crazy when I want to download a game or something of that nature and I can't play it because its not compatable with the software.,software,Negative
The online tutorial videos make it super easy to learn if you have always used a PC.,online tutorial videos,Positive
"The image is great, and the soud is excelent.",image,Positive
"The image is great, and the soud is excelent.",soud,Positive
With a MAC computer I have more free time as I don't have to wait for windows to boot up or shut down and all the viruses associated with windows.,windows,Negative
With a MAC computer I have more free time as I don't have to wait for windows to boot up or shut down and all the viruses associated with windows.,boot up,Negative
With a MAC computer I have more free time as I don't have to wait for windows to boot up or shut down and all the viruses associated with windows.,shut down,Negative
With a MAC computer I have more free time as I don't have to wait for windows to boot up or shut down and all the viruses associated with windows.,windows,Negative
It was very easy to just pick up and use-- It did not take long to get used to the Mac OS.,Mac OS,Positive
It was very easy to just pick up and use-- It did not take long to get used to the Mac OS.,use,Positive
"It is well worth the money it cost, Very good investment.",cost,Positive
"Upgrading from Windows 7 Starter, thru Windows 7 Home Premium, to Windows 7 Professional was a snap;",Windows 7 Starter,Neutral
"Upgrading from Windows 7 Starter, thru Windows 7 Home Premium, to Windows 7 Professional was a snap;",Windows 7 Home Premium,Neutral
"Upgrading from Windows 7 Starter, thru Windows 7 Home Premium, to Windows 7 Professional was a snap;",Windows 7 Professional,Neutral
This computer had exactly the specifications I needed.,specifications,Positive
My kids (and dogs) destroyed two power cords by pulling on them.,power cords,Neutral
"I had upgraded my old MacBook to Lion, so I kind of knew what I was getting, but hadn't been able to enjoy some of the awesome new multi-touch features.",multi-touch features,Positive
"The screen is a little glary, and I hated the clicking buttons, but I got used to them.",screen,Negative
"The screen is a little glary, and I hated the clicking buttons, but I got used to them.",clicking buttons,Negative
"Not to mention, the battery life is absolutely amazing.",battery life,Positive
Windows also shuts the computer down for no reason without warning.,Windows,Negative
not using wired lan not sure what thats about.,wired lan,Neutral
Now for the hardware problems.,hardware,Negative
Anyways I bought this two months ago and when I first brought it home it kept giving me a message about a vibration in the hard drive and it is putting it temporaly in save zone.,hard drive,Negative
It's fast and has excellent battery life.,battery life,Positive
Apple care included.,Apple care,Neutral
Features like the font are very block-like and old school.,font,Negative
Features like the font are very block-like and old school.,Features,Negative
"It is loaded with programs that is of no good for the average user, that makes it run way to slow.",programs,Negative
"It is loaded with programs that is of no good for the average user, that makes it run way to slow.",run,Negative
"I feel that it was poorly put together, because once in a while different plastic pieces would come off of it.",plastic pieces,Negative
"Finally, I should note that I took the 2GB RAM stick from my old EeePC and installed it before I even powered on for the first time.",2GB RAM stick,Neutral
Windows is also rather unsteady on its feet and is susceptible to many bugs.,Windows,Negative
"After sending out documents via email and having recipients tell me they could not open the documents or they came through as gibberish, I broke down and spent another $100 to get Microsoft Word for Mac.",Microsoft Word for Mac,Neutral
DO NOT BUY GATEWAY COMPUTERS THEY ARE JUNK AND THE WARRANTY COMPANY IS HORRIBLE.,WARRANTY COMPANY,Negative
then on top of it all their cusromer service center is in the middle east.,cusromer service center,Negative
The only bad part is the size/weight.,size,Negative
The only bad part is the size/weight.,weight,Negative
The little battery that it did have would only last about an hour while just having it on the desktop.,battery,Negative
I liked the aluminum body.,aluminum body,Positive
Its good for playing my apps on Facebook or watching movies.,watching movies,Positive
Its good for playing my apps on Facebook or watching movies.,playing,Positive
"From the build quality to the performance, everything about it has been sub-par from what I would have expected from Apple.",build quality,Negative
"From the build quality to the performance, everything about it has been sub-par from what I would have expected from Apple.",performance,Negative
"I love the dock where I can simply drop a file ontop of a particular program, and the program will simply open that file.",dock,Positive
"I love the dock where I can simply drop a file ontop of a particular program, and the program will simply open that file.",program,Neutral
"I love the dock where I can simply drop a file ontop of a particular program, and the program will simply open that file.",program,Positive
pretty much everything else about the computer is good it just stops working out of no were.,working,Negative
It was truly a great computer costing less than one thousand bucks before tax.,costing,Positive
"Waiting for the i7 was well worth it, great value for the price.",price,Positive
"Waiting for the i7 was well worth it, great value for the price.",i7,Positive
"Now,,,,,my monitor has been acting up for about 2 months.",monitor,Negative
"Also, the extended warranty was a problem.",extended warranty,Negative
Boots up fast and runs great!,Boots up,Positive
Boots up fast and runs great!,runs,Positive
Lightweight and the screen is beautiful!,screen,Positive
I needed a driver for my HP and they would not help me with out me paying over $50 for it.,driver,Neutral
"Call tech support, standard email the form and fax it back in to us.",tech support,Neutral
They sent it back with a huge crack in it and it still didn't work.,work,Negative
" A coupla months later, they change my hard drive.",hard drive,Negative
"The Macbook arrived in a nice twin packing and sealed in the box, all the functions works great.",twin packing,Positive
"The Macbook arrived in a nice twin packing and sealed in the box, all the functions works great.",functions,Positive
They say sorry out of warranty.,warranty,Negative
I bought this laptop because of the performance to price ratio.,performance,Positive
I bought this laptop because of the performance to price ratio.,price,Positive
PC never worked right even after BIOS fixed.,BIOS,Negative
"After having two PC laptops die with in the past 3 years, I was led to the Apple display at Best Buy by the sleek design and promise of less tech issues.",design,Positive
"After having two PC laptops die with in the past 3 years, I was led to the Apple display at Best Buy by the sleek design and promise of less tech issues.",tech issues,Positive
The size is perfect and I do not recomend anything bigger except for any person who can exceed the limited space it gives you.,size,Positive
The size is perfect and I do not recomend anything bigger except for any person who can exceed the limited space it gives you.,space,Negative
The service I received from Toshiba went above and beyond the call of duty.,service,Positive
"Have had many higher priced computers crash and burn long before ever got to use all that great memory and speed, etc.",memory,Negative
"Have had many higher priced computers crash and burn long before ever got to use all that great memory and speed, etc.",speed,Negative
"Have had many higher priced computers crash and burn long before ever got to use all that great memory and speed, etc.",priced,Negative
I would recommend it just because of the internet speed probably because thats the only thing i really care about.,internet speed,Positive
"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",programs,Neutral
"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",Garageband,Neutral
"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",Photo Booth,Neutral
"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",iPhoto,Neutral
"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",iMovie,Neutral
"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",video-editing,Neutral
"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",movie-making,Neutral
"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",photo management,Neutral
"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",music,Neutral
"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",Pages,Neutral
"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",Numbers,Neutral
"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",Keynote,Neutral
"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",school or office use,Neutral
The screen shows great colors.,screen,Positive
The screen shows great colors.,colors,Positive
"Reason why? It's because when you buy it, you know first thing that you will not lose any value for that laptop, the price will stay the same for the next year, and even if Apple does decides to change mode, your laptop value will only drop 10-20%, unlike PC laptops which drop more than 80%.",value,Positive
"Reason why? It's because when you buy it, you know first thing that you will not lose any value for that laptop, the price will stay the same for the next year, and even if Apple does decides to change mode, your laptop value will only drop 10-20%, unlike PC laptops which drop more than 80%.",price,Positive
"Reason why? It's because when you buy it, you know first thing that you will not lose any value for that laptop, the price will stay the same for the next year, and even if Apple does decides to change mode, your laptop value will only drop 10-20%, unlike PC laptops which drop more than 80%.",value,Positive
"I have no idea how to burn cd's or to use the web cam, just for starters.",web cam,Neutral
"I have no idea how to burn cd's or to use the web cam, just for starters.",burn cd's,Neutral
"The 17 inch screen is very large, but the computer is very light.",17 inch screen,Negative
"  My opinion of Sony has been dropping as fast as the stock market, given their horrible support, but this machine just caused another plunge.",support,Negative
"For the Bluetooth to work properly, you must install the Launch Manager on the Drivers/Applications DVD, or it will not show after the reload.",Bluetooth,Neutral
"For the Bluetooth to work properly, you must install the Launch Manager on the Drivers/Applications DVD, or it will not show after the reload.",Drivers/Applications DVD,Neutral
"For the Bluetooth to work properly, you must install the Launch Manager on the Drivers/Applications DVD, or it will not show after the reload.",Launch Manager,Neutral
I also liked the glass screen.,glass screen,Positive
The switchable graphic card is pretty sweet when you want gaming on the laptop.,switchable graphic card,Positive
The switchable graphic card is pretty sweet when you want gaming on the laptop.,gaming,Neutral
"It's not a wear-and-tear issue, not due to user carelessness and most importantly, they CAN'T guarantee the problem will be solved if it is sent for service and I have to accept the outcome.",service,Negative
"The battery life has not decreased since I bought it, so i'm thrilled with that.",battery life,Positive
"When I called Toshiba, they would not do anything and even tried to charge me $35 for the phone call, even though they didn't offer any technical support.",technical support,Negative
I bought this notebook and only had it for 3 months If it is overload with updates the BOOT MGR.,BOOT MGR,Neutral
Oh and if thats not bad enough it doesn't come with a recovery cd so you can make one if you know how to or buy one if you buy it the cost is $25 for two cds.,recovery cd,Negative
The price and features more than met my needs.,price,Positive
The price and features more than met my needs.,features,Positive
Skype is just so dang cool with this machine too.,Skype,Positive
the mouse buttons are hard to push.,mouse buttons,Negative
"Also, HDD secures inside using rails, and there is only one set on the main hard drive.",HDD,Positive
"Also, HDD secures inside using rails, and there is only one set on the main hard drive.",rails,Neutral
"Also, HDD secures inside using rails, and there is only one set on the main hard drive.",hard drive,Neutral
All I will say now is that it was over two grand less expensive and so much better quality than my hunk of crap Vaio.,quality,Positive
"(Beware, their staff could send you back making you feel that only they know what a computer is.",staff,Negative
Games being the main issue.,Games,Negative
My sister has the same Mac as me and she is in a band and uses GarageBand to record and edit.,GarageBand,Neutral
They say that this will invalidate the warranty on the hard drive (I don't really understand why but anyway).,warranty,Negative
They say that this will invalidate the warranty on the hard drive (I don't really understand why but anyway).,hard drive,Neutral
and looks very sexyy:D  really the mac book pro is the best laptop specially for students in college if you are not caring about price.,price,Negative
A great computer for light home use and business use.,home use,Positive
A great computer for light home use and business use.,business use,Positive
"Even with virus protection, it always turned off when updates were needed and installed.",virus protection,Negative
"Even with virus protection, it always turned off when updates were needed and installed.",updates,Negative
"Also consider the MS Office apps are all trial versions, hope you have your own copies.",MS Office apps,Negative
"Even so, I like playing online games, so it was wonderful that there is a feature where I can dualboot Windows.",feature,Positive
"Even so, I like playing online games, so it was wonderful that there is a feature where I can dualboot Windows.",Windows,Positive
"Even so, I like playing online games, so it was wonderful that there is a feature where I can dualboot Windows.",games,Neutral
The battery life is amazingly long at 7hrs and 5hrs if you use it.,battery life,Positive
"lightweight, long battery life, excellent transition from PC;",battery life,Positive
The price is another driving influence that made me purchase this laptop.,price,Positive
The Nortons virus scan is only for a very short time unlike others that usually are good for a year.,Nortons virus scan,Negative
It is stamped and not in pieces therefore it is a stronger more resilient frame.,frame,Positive
I am first time Mac Buyer and am amazed at features and ease of use the Mac offers.,features,Positive
I am first time Mac Buyer and am amazed at features and ease of use the Mac offers.,use,Positive
Came fully loaded - good.,loaded,Positive
"I noticed windows has a new system called Windows 7, what about us Vista users?  They should get all the bugs out of Vista before investing in a new system.",Windows 7,Neutral
"I noticed windows has a new system called Windows 7, what about us Vista users?  They should get all the bugs out of Vista before investing in a new system.",Vista,Neutral
"I noticed windows has a new system called Windows 7, what about us Vista users?  They should get all the bugs out of Vista before investing in a new system.",Vista,Negative
"I noticed windows has a new system called Windows 7, what about us Vista users?  They should get all the bugs out of Vista before investing in a new system.",windows,Neutral
"When we bought our new HP comouter in Dec. of 2008, we wanted Windows XP, but were told it would cost an extra $159, so we went with Vista.",Vista,Neutral
"The only thing that I have, is the key broad is a little dark to see the letters, would help if it was a little lighter then it is.",key broad,Negative
"I'm still within the one year warranty but the repair ""depot""  has deemed that this time it was caused by physical abuse and is not  covered.",warranty,Negative
"I'm still within the one year warranty but the repair ""depot""  has deemed that this time it was caused by physical abuse and is not  covered.","repair ""depot""",Negative
  But I needed a laptop for school use.,school use,Neutral
This is the complete opposite to an ergonomic design.,design,Negative
I would like at least a 4 hr. battery life.,battery life,Neutral
The only thing that I don't like about my mac is that sometimes there are programs that I want to be able to run and I am not able to.,programs,Negative
"Wireless has not been a issue for me, like some others have meantioned.",Wireless,Positive
"MacBook Notebooks quickly die out because of their short battery life, as well as the many background programs that run without the user's knowlede.",battery life,Negative
"MacBook Notebooks quickly die out because of their short battery life, as well as the many background programs that run without the user's knowlede.",programs,Negative
"All the things you can do with the trackpad make navigating around the computer and its programs so much simpler, quicker, and easier.",trackpad,Positive
"All the things you can do with the trackpad make navigating around the computer and its programs so much simpler, quicker, and easier.",programs,Positive
"All the things you can do with the trackpad make navigating around the computer and its programs so much simpler, quicker, and easier.",navigating,Positive
I guess the only good thing that came out of these were the speakers and the subwoofer.,speakers,Positive
I guess the only good thing that came out of these were the speakers and the subwoofer.,subwoofer,Positive
Theres a built in camera with special effects- for video and photography.,built in camera,Positive
All for such a great price.,price,Positive
"  Long story short, since I experience so many problems with my laptop every since I bought it from day one, I didn't ask for a new laptop or a refund of what I pay for a crapy laptop, but just an extension of my laptop warranty for another year, they made a big deal of out that and after so many calls and complaints about their products and services, they finally gave in.",warranty,Neutral
Another thing is that after only a month the left mouse key broke and it costed $175 to send it in to fix it.,left mouse key,Negative
Another thing is that after only a month the left mouse key broke and it costed $175 to send it in to fix it.,costed,Neutral
It has good speed and plenty of hard drive space.,speed,Positive
It has good speed and plenty of hard drive space.,hard drive space,Positive
Clear picture on it and everything.,picture,Positive
"They said that my computer was covered on an extended warranty, and that products with  extended warranties are taken care of through third parties and not Sony itself anymore.",extended warranty,Neutral
"They said that my computer was covered on an extended warranty, and that products with  extended warranties are taken care of through third parties and not Sony itself anymore.",extended warranties,Neutral
Very long-life battery (up to 10-11 hours depending on how you configure power level settings).,battery,Positive
"Screen is awesome, battery life is good.",Screen,Positive
"Screen is awesome, battery life is good.",battery life,Positive
The black model also has a very nice seamless appearance - one of the better looking notebooks I've seen.,appearance,Positive
The technical service for dell is so 3rd world it might as well not even bother.,technical service for dell,Negative
The graphics were awful and the warranty isn't even worth the cheap payment on the computer.,graphics,Negative
The graphics were awful and the warranty isn't even worth the cheap payment on the computer.,warranty,Negative
"They gave me a hard time yet again, but their was a malfunction in the battery itself, it didn't die.",battery,Negative
"If you don't feel comfortable doing it yourself, just buy the case and be happy, plus it looks nice, I bought the white one from Best Buy.",case,Positive
"you can find many laptops with the same performance and even better with lower price, but you cannot find the look, easy, applications, and the experience in mac.",performance,Neutral
"you can find many laptops with the same performance and even better with lower price, but you cannot find the look, easy, applications, and the experience in mac.",price,Positive
"you can find many laptops with the same performance and even better with lower price, but you cannot find the look, easy, applications, and the experience in mac.",look,Positive
"you can find many laptops with the same performance and even better with lower price, but you cannot find the look, easy, applications, and the experience in mac.",applications,Positive
Excellent speed for processing data.,speed,Positive
When you call tech support you were routed to someone who was in another country and did not know what they were doing.,tech support,Negative
"It has come into good use for my finances, scheduling, my parents business expenses, and it is definitely amazing for gaming.",gaming,Positive
"It has come into good use for my finances, scheduling, my parents business expenses, and it is definitely amazing for gaming.",use,Positive
I was taught to use Photoshop and was amazed.,Photoshop,Positive
Somehow the system clock got messed up after reboot.,system clock,Negative
"the only problem is that i had to add 1 gb RAM, the computer was kinda slow.",RAM,Negative
With the macbook pro it comes with freesecuritysoftware to protect it from viruses and other intrusive things from downloads and internet surfing or emails.,securitysoftware,Positive
"The driver updates don't fix the issue, very frustrating.",driver updates,Negative
I will never go back to Windows!,Windows,Negative
It doesnt work worth a damn.,work,Negative
It works really well.,works,Positive
"Bigger HD, better graphics card, and a bid HD.",HD,Positive
"Bigger HD, better graphics card, and a bid HD.",HD,Positive
"Bigger HD, better graphics card, and a bid HD.",graphics card,Positive
The built in camera is very useful when chatting with other techs in remote buildings on our campus.,built in camera,Positive
"Mine came at $1,700 w/o a DVD burner (!).",DVD burner,Negative
The DVD burner broke after burning 3 DVD'd during that time!,DVD burner,Negative
It works fine with our wireless and they've had not problems.,works,Positive
But you must get the 15 inch.,15 inch,Positive
Product support very poor as each phone call costs me long distan,Product support,Negative
"Overall the computer is very easy to use, the screen is perfect, great computer, my daughter loves.",screen,Positive
"Overall the computer is very easy to use, the screen is perfect, great computer, my daughter loves.",use,Positive
  The casing of the power cord fried and shocked my husband when he pulled it out of the socket.,casing of the power cord,Negative
It does not keep internet signals no matter where you bring it.,internet signals,Negative
It's a great product for a great price!,price,Positive
"Again, the same problem, the right speaker did not work.",right speaker,Negative
But see the macbook pro is different because it may have a huge price tag but it comes with the full software that you would actually need and most of it has free future updates.,software,Positive
But see the macbook pro is different because it may have a huge price tag but it comes with the full software that you would actually need and most of it has free future updates.,updates,Positive
and the multiple page viewer ( allows you to press one button to see every separate page currently opened at the same time in one screen) are great for those who are working non stop or just shopping online.,multiple page viewer,Positive
This was the 3rd day and part still had not been shipped.,shipped,Negative
Keyboard good sized and wasy to use.,Keyboard,Positive
Keyboard good sized and wasy to use.,use,Positive
HP said it was out of warranty.,warranty,Neutral
"I never had this kind of quality issue with Dell (not to say Dell is that great), not with a brand new laptop.",quality,Negative
wonderful features.,features,Positive
I had to call HP and ask for a recovery disk because the computer does not come with one and completely redo it all.,recovery disk,Negative
Im glad that it has such great features in it.,features,Positive
I like those programs better than Office and you can save your files to be completely compatible with the Office programs as well.,programs,Positive
I like those programs better than Office and you can save your files to be completely compatible with the Office programs as well.,Office,Negative
I like those programs better than Office and you can save your files to be completely compatible with the Office programs as well.,Office programs,Neutral
Great wifi too.,wifi,Positive
"WHEN TYPING, LETTERS AND SPACES ARE FREQUENTLY OMITTED REQUIRING THE USER TO REDO MANY WORDS AND SENTENCES.",TYPING,Negative
"  Only a few days after I received the computer back, the screen froze again.",screen,Negative
It is not ideal for children because of the temp.,temp,Negative
Although i do believe that Windows operating system may be to fault for some of the problems.,Windows operating system,Negative
"Great OS, fabulous improvements to the existing line bumping up the processor speed and adding the thunderbolt port.",OS,Positive
"Great OS, fabulous improvements to the existing line bumping up the processor speed and adding the thunderbolt port.",processor speed,Positive
"Great OS, fabulous improvements to the existing line bumping up the processor speed and adding the thunderbolt port.",thunderbolt port,Positive
  The lcd screen stopped working on mine after 10 months.,lcd screen,Negative
Images are crisp and clean.,Images,Positive
although its windows vista compared to windows xp sucks.,windows vista,Negative
although its windows vista compared to windows xp sucks.,windows xp,Positive
"  We have had numerous problems with Vista, such as Adobe Flash player just quits and has to be uninstalled and then reinsalled, Internet Explore just quits and you lose whatever you were working on, also, the same Windows update has appeared on this computer since we got it and has been updated probably 400 times, the same update.",Vista,Negative
"  We have had numerous problems with Vista, such as Adobe Flash player just quits and has to be uninstalled and then reinsalled, Internet Explore just quits and you lose whatever you were working on, also, the same Windows update has appeared on this computer since we got it and has been updated probably 400 times, the same update.",Adobe Flash player,Negative
"  We have had numerous problems with Vista, such as Adobe Flash player just quits and has to be uninstalled and then reinsalled, Internet Explore just quits and you lose whatever you were working on, also, the same Windows update has appeared on this computer since we got it and has been updated probably 400 times, the same update.",Internet Explore,Negative
"  We have had numerous problems with Vista, such as Adobe Flash player just quits and has to be uninstalled and then reinsalled, Internet Explore just quits and you lose whatever you were working on, also, the same Windows update has appeared on this computer since we got it and has been updated probably 400 times, the same update.",Windows update,Negative
"  We have had numerous problems with Vista, such as Adobe Flash player just quits and has to be uninstalled and then reinsalled, Internet Explore just quits and you lose whatever you were working on, also, the same Windows update has appeared on this computer since we got it and has been updated probably 400 times, the same update.",update,Negative
with the switch being at the top you need to memorize the key combination rather than just flicking a switch.,switch,Negative
with the switch being at the top you need to memorize the key combination rather than just flicking a switch.,switch,Negative
"One more tip, please purchase this model and get a 4GB stick of RAM to save you $10",4GB stick of RAM,Positive
It has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard!,hardrive,Negative
It has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard!,touch control buttons,Negative
It has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard!,keyboard,Negative
I always have used a tower home PC and jumped to the laptop and have been very satisfied with its performance.,performance,Positive
"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.",iLife software,Positive
"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.",iPhoto,Positive
"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.",iMovie,Positive
"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.",iWeb,Positive
"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.",iTunes,Positive
"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.",GarageBand,Positive
"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.",runs,Positive
At first it worked well for a month or so then the system board failed and I send it in to toshiba some complaints and three weeks later I then receive my laptop back only to discover that it still has the same problem so now I have to send it back again to get it fixed again.,system board,Negative
"  Until I bought the Dell, I thought you just looked for what you wanted (size, software, options, hardware) and purchase the best deal you could find.",size,Neutral
"  Until I bought the Dell, I thought you just looked for what you wanted (size, software, options, hardware) and purchase the best deal you could find.",software,Neutral
"  Until I bought the Dell, I thought you just looked for what you wanted (size, software, options, hardware) and purchase the best deal you could find.",hardware,Neutral
"It has plenty of memory, lots of hard drive, and great graphics.",memory,Positive
"It has plenty of memory, lots of hard drive, and great graphics.",hard drive,Positive
"It has plenty of memory, lots of hard drive, and great graphics.",graphics,Positive
It didn't take me long to get switched over to the Mac computer programs and navigation - it's been just fine and like the way this laptop functions much better.,programs,Positive
It didn't take me long to get switched over to the Mac computer programs and navigation - it's been just fine and like the way this laptop functions much better.,navigation,Positive
"However, my girlfriend realized that the netbook's hinge is a bit loose (when you open or close the LCD).",hinge,Negative
"However, my girlfriend realized that the netbook's hinge is a bit loose (when you open or close the LCD).",LCD,Neutral
My problem was with DELL Customer Service.,DELL Customer Service,Negative
"Newegg's RMA service was great as always, I contacted them late Friday night, and they issued me an RMA number and a PrePaid UPS shipping label the very next morning on Saturday.",RMA service,Positive
Design: very durable.,Design,Positive
It is easy to go from one keyboard to another.,keyboard,Neutral
Has a 5-6 hour battery life.,battery life,Neutral
My ONLY issues are: 1) the screen/video resolution won't increase to a higher resolution then 1024 x 60,screen/video resolution,Negative
My ONLY issues are: 1) the screen/video resolution won't increase to a higher resolution then 1024 x 60,resolution,Negative
"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.",applications,Neutral
"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.",Dreamweaver,Neutral
"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.",Final Cut Pro 7,Neutral
"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.",Photoshop,Neutral
"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.",Safari,Neutral
"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.",Firefox,Neutral
"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.",MSN Messenger,Neutral
"  I was told by many  that it was a great computer, but we got one of these, and it worked  great for one year, and as soon as the warrenty was up, then it got  really bad.",warrenty,Negative
Ive had to call tech support many times.,tech support,Neutral
"The Apple applications (ex.iPhoto) are fun, easy, and really cool to use (unlike the competition)!",Apple applications,Positive
"The Apple applications (ex.iPhoto) are fun, easy, and really cool to use (unlike the competition)!",iPhoto,Positive
Not to mention it has shit gigs.,gigs,Negative
"I paid for extra memory and the 17-inch screen, as well as the top of the line DVD and CD burners.",memory,Neutral
"I paid for extra memory and the 17-inch screen, as well as the top of the line DVD and CD burners.",17-inch screen,Neutral
"I paid for extra memory and the 17-inch screen, as well as the top of the line DVD and CD burners.",DVD,Positive
"I paid for extra memory and the 17-inch screen, as well as the top of the line DVD and CD burners.",CD burners,Positive
"Its pretty fast and does not have hiccups while I am using it for web browsing, uploading photos, watching movies (720p) on occasion and creating presentations.",web browsing,Positive
"Its pretty fast and does not have hiccups while I am using it for web browsing, uploading photos, watching movies (720p) on occasion and creating presentations.",uploading photos,Positive
"Its pretty fast and does not have hiccups while I am using it for web browsing, uploading photos, watching movies (720p) on occasion and creating presentations.",watching movies,Positive
"Its pretty fast and does not have hiccups while I am using it for web browsing, uploading photos, watching movies (720p) on occasion and creating presentations.",creating presentations,Positive
"Quality Display  I love HP,, it's the only computer/printer we will buy.",Quality Display,Positive
"Despite the inconvenient weight, I opted for the 12 cell battery.",12 cell battery,Positive
The case is carved out of a single block of aluminum.,case,Neutral
     First it burned or fused the power adapter plug.,power adapter plug,Negative
"the features are great, the only thing it needs is better speakers.",features,Positive
"the features are great, the only thing it needs is better speakers.",speakers,Negative
"It was still working, but there was nothing on the screen.",screen,Negative
I bought this laptop and found its TAB is not functioning.,TAB,Negative
  Toshiba is aware of the issue but unless the extended warrenty is bought Toshiba will do nothing about it.,extended warrenty,Negative
"-Called headquarters again, they report that TFT panel is broken, should be fixed by the end of the week (week 3).",TFT panel,Negative
"Navigation through the computer is far superior compared to Windows operating systems, as well.",Navigation,Positive
"Navigation through the computer is far superior compared to Windows operating systems, as well.",Windows operating systems,Negative
"The screen is framed by half- to a full-inch margin that is obviously unnecessary, reduces the screen size and increases the bulk.",screen,Negative
"The screen is framed by half- to a full-inch margin that is obviously unnecessary, reduces the screen size and increases the bulk.",screen size,Negative
"The screen is framed by half- to a full-inch margin that is obviously unnecessary, reduces the screen size and increases the bulk.",bulk,Negative
