Text,Aspect Term,Sentiment
"It takes me approximately 3 tries to get to each site, then after closing the browser and reopening it it actually works.",browser,Neutral
"Easy to carry, can be taken anywhere, can be hooked up to printers,headsets.",carry,Positive
also the keyboard does not liht up so unless your sitting in a room with some light you cant see anything and thats bad for me because my boyfriend tends to watch tv in the dark at night which leaves me with no way of seeing the keyboard.,keyboard,Negative
also the keyboard does not liht up so unless your sitting in a room with some light you cant see anything and thats bad for me because my boyfriend tends to watch tv in the dark at night which leaves me with no way of seeing the keyboard.,keyboard,Negative
"When I got my laptop back after this first instance it worked okay for a little bit then I started expeirencing issues again, everything from programs and drivers failing again, to it powering off for no reason, to locking up and freezing and just all sorts of issues.",programs,Negative
"When I got my laptop back after this first instance it worked okay for a little bit then I started expeirencing issues again, everything from programs and drivers failing again, to it powering off for no reason, to locking up and freezing and just all sorts of issues.",drivers,Negative
Love that it doesn't take up space like a regular computer.,space,Positive
Asked the customer service rep.,customer service rep,Neutral
"So, I took it back to the apple store and they narcissist genius bar staff) fixed it by resetting the fan at boot up.",genius bar staff,Negative
"So, I took it back to the apple store and they narcissist genius bar staff) fixed it by resetting the fan at boot up.",fan,Neutral
"So, I took it back to the apple store and they narcissist genius bar staff) fixed it by resetting the fan at boot up.",boot up,Neutral
"Needs Power and Mouse Cable to Plug in back instead of side, In the way of operating a mouse in small area.",Mouse Cable,Negative
"Needs Power and Mouse Cable to Plug in back instead of side, In the way of operating a mouse in small area.",mouse,Negative
"-4 RAM slots, 2 HDD Bays*, 16GB RAM support -No Wireless Issues, at least for me.",RAM slots,Neutral
"-4 RAM slots, 2 HDD Bays*, 16GB RAM support -No Wireless Issues, at least for me.",HDD Bays,Neutral
"-4 RAM slots, 2 HDD Bays*, 16GB RAM support -No Wireless Issues, at least for me.",16GB RAM support,Neutral
"-4 RAM slots, 2 HDD Bays*, 16GB RAM support -No Wireless Issues, at least for me.",Wireless,Positive
I agree with the previous comment that ASUS TECH SUPPORT IS HORRIBLE WHICH IS A CON IN MY OPINION.,ASUS TECH SUPPORT,Negative
"In fact, somehow (and I never opened it up) some specks of dust or something got inside the screen and are now there permanently, behind the front of the screen, in the way of the display.",screen,Negative
"In fact, somehow (and I never opened it up) some specks of dust or something got inside the screen and are now there permanently, behind the front of the screen, in the way of the display.",screen,Negative
"In fact, somehow (and I never opened it up) some specks of dust or something got inside the screen and are now there permanently, behind the front of the screen, in the way of the display.",display,Negative
"the mouse on the pad, the left button always sticks.",mouse on the pad,Neutral
"the mouse on the pad, the left button always sticks.",left button,Negative
  i have tried to charge on different batteries with no luck.,batteries,Negative
"I would recommend this computer to anyone searching for the perfect laptop, and the battery life is amazing.",battery life,Positive
"We use the built in tools often, iTunes is open nearly every day and works great with my iPhone.",built in tools,Neutral
"We use the built in tools often, iTunes is open nearly every day and works great with my iPhone.",iTunes,Positive
the size of has actually help me out quite a bit by me being able to fit it in an already full backpack and to use it at a resturant where the food on the table is always so space consuming.,size,Positive
True quality at a great price!,quality,Positive
True quality at a great price!,price,Positive
Not easy to carry.,carry,Negative
The programs that come standard with the Leopard running system are enough for the average person to run all the basics.,programs,Positive
The programs that come standard with the Leopard running system are enough for the average person to run all the basics.,Leopard running system,Neutral
"So what am I supposed to do?  The LG service center cannot provide me the ""service"" when it is called the ""service center"".",LG service center,Negative
"So what am I supposed to do?  The LG service center cannot provide me the ""service"" when it is called the ""service center"".",service center,Negative
"So what am I supposed to do?  The LG service center cannot provide me the ""service"" when it is called the ""service center"".",service,Negative
The Material this Pro is made out of seems a lot nicer than any PC  Specs: Like I said this performs a lot better than any computer I've had in the past.,Material,Positive
The Material this Pro is made out of seems a lot nicer than any PC  Specs: Like I said this performs a lot better than any computer I've had in the past.,Specs,Negative
The Material this Pro is made out of seems a lot nicer than any PC  Specs: Like I said this performs a lot better than any computer I've had in the past.,performs,Positive
"After doing extensive research, macconnection had the lowest price on the 15"" MBP i5.",price,Positive
I am ADDICTED to photo booth!,photo booth,Positive
"The operating system and user interface is very intuitive, and the large multi-touch track pad is amazing.",operating system,Positive
"The operating system and user interface is very intuitive, and the large multi-touch track pad is amazing.",user interface,Positive
"The operating system and user interface is very intuitive, and the large multi-touch track pad is amazing.",multi-touch track pad,Positive
Hard disk - The new editions gives you more hard disk space (500GB instead of 320GB) but time has taught me never to trust an internal hard disk.,Hard disk,Neutral
Hard disk - The new editions gives you more hard disk space (500GB instead of 320GB) but time has taught me never to trust an internal hard disk.,hard disk space,Positive
Hard disk - The new editions gives you more hard disk space (500GB instead of 320GB) but time has taught me never to trust an internal hard disk.,internal hard disk,Neutral
It is extremely portable and easily connects to WIFI at the library and elsewhere.,connects to WIFI,Positive
"First things first, Macbook pro has many applications to make life easier, unlike the windows computers.",applications,Positive
"First things first, Macbook pro has many applications to make life easier, unlike the windows computers.",windows,Negative
And the screen on this thing is absolutely amazing for high quality videos and movies and gaming.,screen,Positive
And the screen on this thing is absolutely amazing for high quality videos and movies and gaming.,gaming,Positive
"  I considered I may have too much on the computer, but after looking, there was plenty of space and that is not the issue.",space,Positive
  i must keep it plugged in at all times because it will not keep a charge for longer than four minutes.,charge,Negative
"Summary: I've had this laptop for 2 months, out of the blue the power adapter stops working.",power adapter,Negative
"I saw walmart had the same computer for about $650 but still knowing what I know now,I would not buy it at that price.",price,Negative
"Of course, for a student, weight is always an issue.",weight,Neutral
"Now mainboard is broken, have to wait for a new one.",mainboard,Negative
"The speed difference is next to NOTHING for a mac, and the hard drive can be manually upgraded or you could just buy a $60 500gb external hard drive.",speed,Negative
"The speed difference is next to NOTHING for a mac, and the hard drive can be manually upgraded or you could just buy a $60 500gb external hard drive.",hard drive,Neutral
"The speed difference is next to NOTHING for a mac, and the hard drive can be manually upgraded or you could just buy a $60 500gb external hard drive.",500gb external hard drive,Neutral
2.The wireless card is low quality.,wireless card,Negative
They also use two totally different operating systems.,operating systems,Neutral
They are about the same size keys.,keys,Neutral
"The people are frustrating to work with, the product itself is very cheaply made, and the accessories are less than satisfactory.",accessories,Negative
"They offer the best warranty in the business, and don't 3rd party it out like Toshiba.",warranty,Positive
The only problems are the sound isnt very loud I have to wear headphones.,sound,Negative
Again- windows based machines were not giving me anything to work with!,windows,Negative
"everything about a mac is wonderful, it takes a little used to learning and getting used to the new system, but you will learn fast and its all worth it.",system,Neutral
i love the size of the computer since i play games on it.,size,Positive
i love the size of the computer since i play games on it.,games,Neutral
"You know, using the computer should be fun, not aggrevation, especially when you are playing games or working with photos.",playing games,Neutral
There are no viruses or spyware to worry about like on a Windows computer.,Windows,Negative
To be honest i think it was faulty equipment or something but idk.,equipment,Negative
"I also love the small, convenient size of my laptop, making it a perfect tool for my academic studies.",size,Positive
"I love its solid build, light wt and excellent battery life (for now).",build,Positive
"I love its solid build, light wt and excellent battery life (for now).",wt,Positive
"I love its solid build, light wt and excellent battery life (for now).",battery life,Positive
"while about 8 years ago, I hope that the quality has changed.",quality,Negative
"The difference is it's a whole lot of fun using the laptop now, still learning the Apple navigation, but is fun and comes with a lot of cool apps.",Apple navigation,Neutral
"The difference is it's a whole lot of fun using the laptop now, still learning the Apple navigation, but is fun and comes with a lot of cool apps.",apps,Positive
#NAME?,hard drives,Neutral
"The battery holds up well, it's built very solidly, and runs fast.",battery,Positive
"The battery holds up well, it's built very solidly, and runs fast.",built,Positive
"The battery holds up well, it's built very solidly, and runs fast.",runs,Positive
Sound card is limited though.,Sound card,Negative
This is a nicely sized laptop with lots of processing power and long battery life.,processing power,Positive
This is a nicely sized laptop with lots of processing power and long battery life.,battery life,Positive
This is a nicely sized laptop with lots of processing power and long battery life.,sized,Positive
  The only thing I can imagine is that Sony jumped on early specifications for Vista requirements from Microsoft and designed it to those inadequate requirements.,Vista,Negative
"The keyboard, which generally felt okay even for someone used to a desktop keyboard, now looks terrible.",desktop keyboard,Neutral
The display is awesome.,display,Positive
It took several weeks just to get them to acknowledge that I owned the warranty.,warranty,Negative
The keyboard is like no other laptop keyboard.,keyboard,Neutral
The keyboard is like no other laptop keyboard.,keyboard,Neutral
#NAME?,battery life,Negative
#NAME?,hard drives,Neutral
Every driver on the drivers/applications DVD is everything you will need for a reload.,driver,Positive
Every driver on the drivers/applications DVD is everything you will need for a reload.,drivers/applications DVD,Positive
I called their repair depot as was told they would send Me a new box to return the computer to the repair depot.,repair depot,Neutral
I called their repair depot as was told they would send Me a new box to return the computer to the repair depot.,repair depot,Neutral
It's also fairly easy to use the Operating System.,Operating System,Positive
We figure that after everything HIS pc actually ended up costing $350 more than my original Mac.,costing,Negative
So having the AC plug go out on me and get lose or I could actually here it inside my computer on two of the three times is not good.,AC plug,Negative
Peformance is good for the price.,Peformance,Positive
Peformance is good for the price.,price,Positive
The computer is currently in West Verginia doe to the method of shipping choosen by Toshiba.,shipping,Negative
Summary: HP knew they were shipping out bad BIOS and did nothing proactive to resolve it.,BIOS,Negative
I had 3 months when the ports started going out.,ports,Negative
"The improvements to the OS have been relatively gradual, but substantive.",OS,Positive
It is super easy to use.,use,Positive
Many of my classmates computers hard drives crashed.,hard drives,Negative
Ease of use is just one of the benefits I love about my Mac.,use,Positive
"I wouldn't play a first-person shooter with this, mind, but if you wanted to run MS Office, email, chat, download a video, listen to music from a certain fruit-named music store, and were looking for a highly portable yet powerful netbook to do that all in, I'd highly recommend checking this out.",MS Office,Neutral
"The 13"" Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product.",shipping,Positive
"The 13"" Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product.",price,Positive
"The 13"" Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product.",budget,Positive
The sheer power and flexibility makes the MacBook Pro a must have for any techie!,power,Positive
The sheer power and flexibility makes the MacBook Pro a must have for any techie!,flexibility,Positive
The notebook is lacking a HDMI port and a S-video port that would enable one to hook it to a TV.,HDMI port,Negative
The notebook is lacking a HDMI port and a S-video port that would enable one to hook it to a TV.,S-video port,Negative
The speakers on it are useless too.,speakers,Negative
Battery is lasting about 6 hours as I am surfing the web on Sundays while checking football scores and watching funny Youtube videos.,Battery,Neutral
Battery is lasting about 6 hours as I am surfing the web on Sundays while checking football scores and watching funny Youtube videos.,surfing the web,Neutral
Iphoto is great for adding pictures right to facebook and other social networking sites.,Iphoto,Positive
"In early May I got it back and this time I only had it back for 1 day before it had a NEW issue so it was sent back in for the 6th time they ""expedited"" the repairs so I was only supposed to have to be without it for 3 days and it was supposed to be fixed, by a ""Senior Tech"".",Senior Tech,Negative
"Some features arent friendly ( volume wheel, sound quality, etc.",volume wheel,Negative
"Some features arent friendly ( volume wheel, sound quality, etc.",sound quality,Negative
"Some features arent friendly ( volume wheel, sound quality, etc.",features,Negative
"A cheaper price should not equal a ""cheap"" product.",price,Positive
"I think the manual is somewhere on the hard drive, but I rather have a hard copy.",manual,Neutral
"I think the manual is somewhere on the hard drive, but I rather have a hard copy.",hard drive,Neutral
Thank you Best Buy for putting my computer together and installing my first software - you guys were GREAT too!,software,Neutral
Adjust the sensitivity since it's not that responsive to begin with.,sensitivity,Negative
"After a couple of years, my battery life began to diminish but was replaced for free due to a company-wide recall of my particular battery.",battery,Negative
"The system constantly overheats, the battery life is too short, the case is coming apart, and my core applications that I use every day in my work as a graphic artist run poorly.",battery life,Negative
"The system constantly overheats, the battery life is too short, the case is coming apart, and my core applications that I use every day in my work as a graphic artist run poorly.",case,Negative
"The system constantly overheats, the battery life is too short, the case is coming apart, and my core applications that I use every day in my work as a graphic artist run poorly.",core applications,Negative
"The system constantly overheats, the battery life is too short, the case is coming apart, and my core applications that I use every day in my work as a graphic artist run poorly.",system,Negative
  Later it held zero charge and its replacement worked for less than three months.,charge,Negative
  The company sent me a whole new cord overnight and apologized.,cord,Positive
It's even easy to hook up to other wireless networks.,hook up to other wireless networks,Positive
"  Also, I have had alot of trouble with the shift key to go to other lines.",shift key,Negative
"The rep did not even answer my question, I had to ask him, if he understood what I ask or if he spoke english because he didn't even try to acknowledge my question.",rep,Negative
It gives me the power and speed that I need to run all the programs I use to edit.,power,Positive
It gives me the power and speed that I need to run all the programs I use to edit.,speed,Positive
It gives me the power and speed that I need to run all the programs I use to edit.,programs,Neutral
iLife is easily compatible with Microsoft Office so you can send and receive files from a PC.,iLife,Positive
iLife is easily compatible with Microsoft Office so you can send and receive files from a PC.,Microsoft Office,Neutral
"As a computer science student in college, I find that the portability, longevity, and ease of use of this computer make me (shockingly) want to do homework more;",portability,Positive
"As a computer science student in college, I find that the portability, longevity, and ease of use of this computer make me (shockingly) want to do homework more;",longevity,Positive
"As a computer science student in college, I find that the portability, longevity, and ease of use of this computer make me (shockingly) want to do homework more;",use,Positive
  Again I sent it back and they replaced the motherboard and some fan inside.,motherboard,Neutral
  Again I sent it back and they replaced the motherboard and some fan inside.,fan,Neutral
"Fully charged, the MacBook Pro can last about five hours unplugged.",charged,Positive
"I know there are way better laptops out there for the same price, and why spend money on shit when you can go out and get yourself a perfectly decent laptop that doesnt suck total monkey balls.",price,Neutral
"For me, keys were starting to get stuck and wouldn't type very well.",keys,Negative
can't reinstall with standard os cd because of proprietary hardware drivers.,standard os cd,Negative
can't reinstall with standard os cd because of proprietary hardware drivers.,proprietary hardware drivers,Negative
"There is a small red circle next to it with a x in the middle, and when I click on it it says: "" Consider replacing your battery"" and it does not hold full charge.",battery,Neutral
"There is a small red circle next to it with a x in the middle, and when I click on it it says: "" Consider replacing your battery"" and it does not hold full charge.",charge,Negative
The computer was two weeks late in delivery because HP forgot to complete the required import paperwork.,delivery,Negative
The first programm I switched on was a game for my children.,programm,Neutral
I have been very pleased with the performance of this laptop.,performance,Positive
"I bought it for my mom and she reports that the battery life lasts all day for her, it's very lightweight, and the response for the computing she's doing (Internet focused activity: mail, research, etc.) is excellent;",battery life,Positive
"I bought it for my mom and she reports that the battery life lasts all day for her, it's very lightweight, and the response for the computing she's doing (Internet focused activity: mail, research, etc.) is excellent;",response,Positive
"I bought it for my mom and she reports that the battery life lasts all day for her, it's very lightweight, and the response for the computing she's doing (Internet focused activity: mail, research, etc.) is excellent;",Internet focused activity,Neutral
Its very nice and once you learn the features you will be so happy to have such a sophisticated computer.,features,Neutral
It is sleek and lightweight and charges quickly when needed.,charges,Positive
"also you may need to charge it once a day, if for medium use every thing fast and easy with mac  the size and look is the most feature that attracted me to it.",size,Positive
"also you may need to charge it once a day, if for medium use every thing fast and easy with mac  the size and look is the most feature that attracted me to it.",look,Positive
"also you may need to charge it once a day, if for medium use every thing fast and easy with mac  the size and look is the most feature that attracted me to it.",feature,Positive
"also you may need to charge it once a day, if for medium use every thing fast and easy with mac  the size and look is the most feature that attracted me to it.",charge,Neutral
( The iBook backup also uses a firewire connection).,iBook backup,Neutral
( The iBook backup also uses a firewire connection).,firewire connection,Neutral
"I did think it had a camera because that was one of my requirements, but forgot to check in the specifications on this one before I purchased.",camera,Neutral
"I did think it had a camera because that was one of my requirements, but forgot to check in the specifications on this one before I purchased.",specifications,Neutral
Also the display is exceptional!,display,Positive
The computer was shipped to their repair depot  on june 24 and returned on July 2 seems like a short turn around time except the computer was not repaired when it was returned.,repair depot,Neutral
Learning all of the keyboard shortcuts only took a few minutes to get used to as some of the shortcuts are the same on Windows machines.,keyboard shortcuts,Positive
Learning all of the keyboard shortcuts only took a few minutes to get used to as some of the shortcuts are the same on Windows machines.,shortcuts,Neutral
little short on RAM but you get what you pay for.,RAM,Negative
"It didn't come with any software installed outside of windows media, but for the price, I was very pleased with the condition and the overall product.",software,Negative
"It didn't come with any software installed outside of windows media, but for the price, I was very pleased with the condition and the overall product.",windows media,Neutral
"It didn't come with any software installed outside of windows media, but for the price, I was very pleased with the condition and the overall product.",price,Positive
"THEN, one month after the warranty expired, the replacement charger went.",warranty,Neutral
"THEN, one month after the warranty expired, the replacement charger went.",replacement charger,Negative
"I love a ""pc"" but I was ready for a change and tired of the windows system.",windows system,Negative
"Your cursor will end up all over the freaking place,,,it's not uncommon for me to accidentally delete words, sentences, paragraphs because of this mousepad.",cursor,Negative
"Your cursor will end up all over the freaking place,,,it's not uncommon for me to accidentally delete words, sentences, paragraphs because of this mousepad.",mousepad,Negative
"Other installed features, such as certain printer software, are also most attractive.",features,Positive
"Other installed features, such as certain printer software, are also most attractive.",printer software,Positive
"I work in film editing and post production, so I need a laptop that not only has power, but memory and speed as well.",power,Neutral
"I work in film editing and post production, so I need a laptop that not only has power, but memory and speed as well.",memory,Neutral
"I work in film editing and post production, so I need a laptop that not only has power, but memory and speed as well.",speed,Neutral
"Even doing so, the hinge may just be slightly tightened only.",hinge,Neutral
"company provides UPS shipping, fast, great!",shipping,Positive
I would tell the technician I knew exactly what was wrong with it but they did not listen and I had to go through a bunch of junk to get them to tell me I needed to send the computer in.,technician,Negative
"  Then I've fixed the DC jack (inside the unit), rewired the DC jack to the OUTside of the laptop, replaced the power brick.",DC jack,Neutral
"  Then I've fixed the DC jack (inside the unit), rewired the DC jack to the OUTside of the laptop, replaced the power brick.",DC jack,Neutral
"  Then I've fixed the DC jack (inside the unit), rewired the DC jack to the OUTside of the laptop, replaced the power brick.",power brick,Neutral
"It is easy to use, has great screen quality, and every so light weight.",screen quality,Positive
"It is easy to use, has great screen quality, and every so light weight.",use,Positive
"Great product, very easy to use and great graphics.",graphics,Positive
"Great product, very easy to use and great graphics.",use,Positive
The iLife software that comes with the computer is so simple to use and produces a great finished product.,iLife software,Positive
The iLife software that comes with the computer is so simple to use and produces a great finished product.,use,Positive
The built-in webcam is great for Skype and similar video-chat services.,built-in webcam,Positive
The shop will definitely push the problem to the service center.,service center,Neutral
"PC users work in Word, while Mac users work in Pages.",Word,Neutral
"PC users work in Word, while Mac users work in Pages.",Pages,Neutral
"While I mostly use it for email, internet and gaming, I'm confident all other applications live up to the high standard I've come to appreciate from Mac laptops.",applications,Positive
"While I mostly use it for email, internet and gaming, I'm confident all other applications live up to the high standard I've come to appreciate from Mac laptops.",internet,Neutral
"While I mostly use it for email, internet and gaming, I'm confident all other applications live up to the high standard I've come to appreciate from Mac laptops.",gaming,Neutral
"This laptop looks great on the surface: 17"" inch screen, good  price-point, nice appearance, boots up quickly, runs fast etc.","17"" inch screen",Positive
"This laptop looks great on the surface: 17"" inch screen, good  price-point, nice appearance, boots up quickly, runs fast etc.",price-point,Positive
"This laptop looks great on the surface: 17"" inch screen, good  price-point, nice appearance, boots up quickly, runs fast etc.",appearance,Positive
"This laptop looks great on the surface: 17"" inch screen, good  price-point, nice appearance, boots up quickly, runs fast etc.",boots up,Positive
"This laptop looks great on the surface: 17"" inch screen, good  price-point, nice appearance, boots up quickly, runs fast etc.",runs,Positive
"The apple systems are over priced luxurys that arn't worth what they are being charged for, this model's specifications are far from being impressive and they only thing you get out of this is the apple name.",specifications,Negative
pros:  the macbook pro notebook has a large battery life and you wont have to worry to charge your laptop every five hours or so.,battery life,Positive
Disappointing for such a lovely screen and at a reasonable price,screen,Positive
Disappointing for such a lovely screen and at a reasonable price,price,Positive
The only bad thing about it is they give you the worst batteries possible.,batteries,Negative
Good price.,price,Positive
 THE MOTHERBOARD IS DEAD !,MOTHERBOARD,Negative
the speed is fine.,speed,Positive
Hmmm - that high failure rate sure isn't reflected in the retail price.,retail price,Negative
"It was not clear that the Microsoft Student Edition that was loaded on the computer, was a six month trial.",Microsoft Student Edition,Negative
Good for every day computing and web browsing.,web browsing,Positive
Good for every day computing and web browsing.,every day computing,Positive
"  Also, I have had alot of trouble with the keys sticking and will not type correctly.",keys,Negative
Excellent LED monitor and well equipped.,LED monitor,Positive
  This process continued to repeat itself until the mother board had been replaced 4 times and the hard drive replaced 3 times.,mother board,Negative
  This process continued to repeat itself until the mother board had been replaced 4 times and the hard drive replaced 3 times.,hard drive,Negative
"Without a doubt, the *design* of this laptop is fantastic.",design,Positive
I couldn't believe how long the battery lasted on a single charge.,battery,Positive
I couldn't believe how long the battery lasted on a single charge.,charge,Positive
I could save ten essay papers and have hardly any memory left.,memory,Negative
"Other than that, I would recommend this to someone in need of a cheap laptop with semi-decent gaming capabilities.",gaming,Positive
"This is the first time that I tried and owning a netbook although I have used 3 different laptops in the past 10 years, I find not much difference except of course for the screen size.",screen size,Neutral
But the biggest pain is that tech support is not available 24/7.,tech support,Negative
The backlit keys are wonderful when you are working in the dark.,backlit keys,Positive
"I chose the iBookG4, a laptop that is an attractive computer with a large screen big enough to please anyone.",screen,Positive
"The most recent being that my Safari internet browser is freaking out on me, but I have just been using firefox instead.",Safari internet browser,Negative
"The most recent being that my Safari internet browser is freaking out on me, but I have just been using firefox instead.",firefox,Positive
"Everything about the Mac is not only visually appealing, but very easy to use.",use,Positive
I know what 7 hrs of battery looks like.,battery,Positive
I did not have to call the support line at all.,support line,Neutral
The laptop is outstanding in all aspects except that it has the Windows 7 starter and not the full Windows 7.,Windows 7 starter,Negative
The laptop is outstanding in all aspects except that it has the Windows 7 starter and not the full Windows 7.,Windows 7,Positive
THE FIRST PROBLEM IS THAT THE KEYBOARD FUNCTION IS SIMPLY UNSATISFACTORY.,KEYBOARD FUNCTION,Negative
"The DVD drive randomly pops open when it is in my backpack as well, which is annoying.",DVD drive,Negative
"Garageband is more for the musicians, and the laptop is equipped with a good working microphone, good enough for beginners and musicians at the intermediate level.",Garageband,Neutral
"Garageband is more for the musicians, and the laptop is equipped with a good working microphone, good enough for beginners and musicians at the intermediate level.",microphone,Positive
I dual boot with Linux and that other security-prone OS and it performs flawlessly.,Linux,Neutral
I dual boot with Linux and that other security-prone OS and it performs flawlessly.,security-prone OS,Neutral
I dual boot with Linux and that other security-prone OS and it performs flawlessly.,performs,Positive
The difference is the Toshiba had a lot more memory and hard drive space.,memory,Positive
The difference is the Toshiba had a lot more memory and hard drive space.,hard drive space,Positive
There was a little difficulty doing the migration as the firewire cable system can't be used with the iBook.,firewire cable system,Negative
There was a little difficulty doing the migration as the firewire cable system can't be used with the iBook.,iBook,Neutral
Seems like maybe a bad shipment from Toshiba.,shipment,Negative
OS X is solid with lots of innovations such as quicklook which save heaps of time.,OS X,Positive
OS X is solid with lots of innovations such as quicklook which save heaps of time.,quicklook,Positive
But other than that I am blown away by all the features this laptop offers.,features,Positive
The keyboard is slick and quiet and not bulky like some other laptops I have had in the past.,keyboard,Positive
"Overall, this laptop is definitely a keeper with its simple yet stylish design and its array of fantastic colors to choose from.",design,Positive
"Overall, this laptop is definitely a keeper with its simple yet stylish design and its array of fantastic colors to choose from.",colors,Positive
First the screen goes completely out.,screen,Negative
I'm learning the finger options for the mousepad that allow for quicker browsing of web pages.,mousepad,Positive
I'm learning the finger options for the mousepad that allow for quicker browsing of web pages.,browsing,Positive
"The PhotoBooth is a great program, it takes very good pictures with the built-in camera.",PhotoBooth,Positive
"The PhotoBooth is a great program, it takes very good pictures with the built-in camera.",program,Positive
"The PhotoBooth is a great program, it takes very good pictures with the built-in camera.",built-in camera,Positive
Many kinds of software that is necessary to the working person is not available and cannot be downloaded.,software,Negative
I had to pay for the shipping!,shipping,Negative
"It bluescreened on me without any warning, running simply basic Chrome.",Chrome,Negative
I took 3-4 years researching brands and prices of laptops.,prices,Neutral
We researched and found the best price at MacConnection.,price,Positive
But guess what?  (you have to buy an external dvd drive it doesn't have a built in type) The notebook can't be used because it doesn't read anything for an external drive.,external dvd drive,Negative
But guess what?  (you have to buy an external dvd drive it doesn't have a built in type) The notebook can't be used because it doesn't read anything for an external drive.,external drive,Negative
GET THIS COMPUTER FOR PORTABILITY AND FAST PROCESSING!!!,PORTABILITY,Positive
GET THIS COMPUTER FOR PORTABILITY AND FAST PROCESSING!!!,PROCESSING,Positive
I use a cooling pad but it doesn't help.,cooling pad,Negative
Supplied software: The software that comes with this machine is greatly welcomed compared to what Windows comes with.,Supplied software,Neutral
Supplied software: The software that comes with this machine is greatly welcomed compared to what Windows comes with.,software,Positive
Supplied software: The software that comes with this machine is greatly welcomed compared to what Windows comes with.,Windows,Negative
I'm tired of the inept service.,service,Negative
"Garageband is easy to work with, like all the other apple applications I've had experience with.",Garageband,Positive
"Garageband is easy to work with, like all the other apple applications I've had experience with.",apple applications,Positive
"No, tey don't even support their own bios and it ""could be a problem with the bios"" How can a company that makes a fairly decent product get away with such insanity??!!",bios,Negative
"No, tey don't even support their own bios and it ""could be a problem with the bios"" How can a company that makes a fairly decent product get away with such insanity??!!",bios,Negative
"Because we did not purchase the extended warranty in time, we are on the hook for the repair.",extended warranty,Negative
"It started out by randomly ceasing to charge when it was plugged in (mousing over the battery icon would read, for example, ""74%, plugged in, not charging""), requiring me to unplug it and plug it back in several times to get it to charge.",charging,Negative
"It started out by randomly ceasing to charge when it was plugged in (mousing over the battery icon would read, for example, ""74%, plugged in, not charging""), requiring me to unplug it and plug it back in several times to get it to charge.",charge,Negative
"It started out by randomly ceasing to charge when it was plugged in (mousing over the battery icon would read, for example, ""74%, plugged in, not charging""), requiring me to unplug it and plug it back in several times to get it to charge.",charge,Neutral
This laptop looked brand new and was shipped very quickly.,shipped,Positive
"Info: Windows failed to load because the kernal is missing, or corrupt.",Windows,Negative
"Info: Windows failed to load because the kernal is missing, or corrupt.",kernal,Negative
"The display on this computer is the best I've seen in a very long time, the battery life is very long and very convienent.",display,Positive
"The display on this computer is the best I've seen in a very long time, the battery life is very long and very convienent.",battery life,Positive
"But the quality, in general was less than the worth of the cheap laptop.",quality,Negative
In the first moth of owning this computer its hardrive failed which had to be replaced.,hardrive,Negative
Its also FUN to use!,use,Positive
"The graphics and screen are stunning and although I was a PC person, I was able to understand how to use a mac fairly quickly.",graphics,Positive
"The graphics and screen are stunning and although I was a PC person, I was able to understand how to use a mac fairly quickly.",screen,Positive
"WIth the upgraded memory, the MacBook Pro never has an issue running many many applications at once!",upgraded memory,Positive
"WIth the upgraded memory, the MacBook Pro never has an issue running many many applications at once!",applications,Neutral
"WIth the upgraded memory, the MacBook Pro never has an issue running many many applications at once!",running,Positive
"Simple to use, and great graphics.",graphics,Positive
"Simple to use, and great graphics.",use,Positive
The internet speed is spectacular.,internet speed,Positive
They claim call center is still down.,call center,Negative
Mac also has many apps and programs that are quite cheap or free.,apps,Positive
Mac also has many apps and programs that are quite cheap or free.,programs,Positive
"My husband uses it mostly for games, email and music.",games,Neutral
I just took the broken cords into the Apple store and they gave me new ones.,cords,Positive
"Apparently under the screen there are 2 little screws and when the screen gets moved back and forth, they come loose.",screen,Neutral
"Apparently under the screen there are 2 little screws and when the screen gets moved back and forth, they come loose.",screen,Neutral
"Being a PC user my whole life, it's taking a bit of time to adapt to the OS of a Mac but I'm finding my way around.",OS,Neutral
The computer will constantly be getting hot and burning your leg unless you go through the hassle of taking off the entire back of it just to clean out the fan.,fan,Negative
"I have in the past gotten superfine sandpaper and ""fixed"" the edges by rounding them off.",edges,Negative
Downfalls: sharp edges.,edges,Negative
i needed one to be able to carry to work everyday and this one seems to fit all of the criteria.,carry,Neutral
The screen is gorgeous - yummy good.,screen,Positive
"Did I mention everything about it, from size to weight to keyboard screams BULK?",size,Negative
"Did I mention everything about it, from size to weight to keyboard screams BULK?",weight,Negative
"Did I mention everything about it, from size to weight to keyboard screams BULK?",keyboard,Negative
I had it four months when my disc drive refused to open.,disc drive,Negative
"So, after Apple replaced the hard drive I enjoyed another 4 months of my new computer, until it froze this morning--completely.",hard drive,Neutral
"Once again, I was told it was the suspicious  power supply  problem.",power supply,Negative
"The Macbook starts fast, doesn't crash, has a fantastic display, is small and light (I have the 13.3"" model), and isn't always complaining about updates, lost connections, errors, blue screens, etc.",display,Positive
"The Macbook starts fast, doesn't crash, has a fantastic display, is small and light (I have the 13.3"" model), and isn't always complaining about updates, lost connections, errors, blue screens, etc.",starts,Positive
Unable to boot up this brand new laptop.,boot up,Negative
"In addition, all the design tools on Pages and Keynotes makes it much easier to create professional looking documents and presentations.",Pages,Positive
