Text,Aspect Term,Sentiment
The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall[comma] which are great for a date.,semi-private boths,Positive
Service was quick.,Service,Positive
Drawbacks: service is slow and they don't toast!,service,Negative
Went there for an office lunch.,office lunch,Neutral
The sweet lassi was excellent as was the lamb chettinad and the garlic naan but the rasamalai was forgettable.,sweet lassi,Positive
The sweet lassi was excellent as was the lamb chettinad and the garlic naan but the rasamalai was forgettable.,lamb chettinad,Positive
The sweet lassi was excellent as was the lamb chettinad and the garlic naan but the rasamalai was forgettable.,garlic naan,Positive
The sweet lassi was excellent as was the lamb chettinad and the garlic naan but the rasamalai was forgettable.,rasamalai,Negative
We've been following chef Lyle's food around New York for 15 years and while remaining classic[comma] his innovations with bistro fare have made us return and return.,bistro fare,Positive
We've been following chef Lyle's food around New York for 15 years and while remaining classic[comma] his innovations with bistro fare have made us return and return.,chef,Positive
We've been following chef Lyle's food around New York for 15 years and while remaining classic[comma] his innovations with bistro fare have made us return and return.,food,Positive
The best thing I tasted were the lambchops.,lambchops,Positive
The spicy tuna and salmon are the best we've ever had.,spicy tuna,Positive
The spicy tuna and salmon are the best we've ever had.,salmon,Positive
Even though its good seafood[comma] the prices are too high.,seafood,Positive
Even though its good seafood[comma] the prices are too high.,prices,Negative
In addition[comma] the food is very good and the prices are reasonable.,food,Positive
In addition[comma] the food is very good and the prices are reasonable.,prices,Positive
Upon entering[comma] we were greeted by the owners[comma] Steven and Frederick[comma] who went out of their way to be more than gracious hosts.,owners,Positive
Upon entering[comma] we were greeted by the owners[comma] Steven and Frederick[comma] who went out of their way to be more than gracious hosts.,hosts,Positive
Been going here since it opened have seen the quality value decrease considerably.,quality value,Negative
Meat dishes now adorn the selections[comma] although there's still a large number of vegetarian-friendly choices.,Meat dishes,Neutral
Meat dishes now adorn the selections[comma] although there's still a large number of vegetarian-friendly choices.,vegetarian-friendly choices,Positive
Reasonable prices.,prices,Positive
they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration.,amuse bouche,Positive
they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration.,dessert,Positive
they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration.,tables,Positive
they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration.,service,Positive
Try the crunchy tuna[comma] it is to die for.,crunchy tuna,Positive
It won't break the bank but I also wouldnt come back for the food.,food,Negative
All in all[comma] this midtown gem instantly became one of my favorite sushi restaurants in the city.,sushi,Positive
It is a lot of fun with live entertainment and all kinds of Disney type special effects.,live entertainment,Positive
It is a lot of fun with live entertainment and all kinds of Disney type special effects.,special effects,Positive
if you're looking for perfect traditional sushi[comma] go here - if you're looking for interesting combinations[comma] try sushi of gari's (east side).,sushi,Positive
if you're looking for perfect traditional sushi[comma] go here - if you're looking for interesting combinations[comma] try sushi of gari's (east side).,sushi,Positive
No refills on fountain drinks[comma] though.,fountain drinks,Negative
Wow over 100 beers to choose from.,beers,Positive
Be careful of portions - they're HUGE.,portions,Positive
The Steak Tartare is a great bet[comma] they fix it for you at the table.,Steak Tartare,Positive
My first time there I happened not to like the Crab Croquette apt that i ordered and they were happy to change it for me without making no big deal.,Crab Croquette apt,Negative
Great for large groups and celebrations - our SUPER HAPPY waiter was the entertainment of the evening.,waiter,Positive
Did I mention the wine?,wine,Neutral
Plus[comma] on Wednesday nights the house wine is unlimited!,house wine,Positive
like saying her bread comes from a special bakery when we have seen her buying it dowtown manhathan.,bread,Negative
The dim sum servings here are a bit larger than I'm used to.,dim sum servings,Neutral
However[comma] in the summer of 2003[comma] it seems the management has changed and the great big door has been replaced for a glass front ridding itself of the dark romantic getup.,management,Neutral
However[comma] in the summer of 2003[comma] it seems the management has changed and the great big door has been replaced for a glass front ridding itself of the dark romantic getup.,door,Positive
However[comma] in the summer of 2003[comma] it seems the management has changed and the great big door has been replaced for a glass front ridding itself of the dark romantic getup.,glass front,Negative
We won't go to this place again for a good meal.,meal,Negative
Barbecued codfish was gorgeously moist - as if poached - yet the fabulous texture was let down by curiously bland seasoning - a spice rub might have overwhelmed[comma] however herb mix or other sauce would have done much to enhance.,Barbecued codfish,Positive
Barbecued codfish was gorgeously moist - as if poached - yet the fabulous texture was let down by curiously bland seasoning - a spice rub might have overwhelmed[comma] however herb mix or other sauce would have done much to enhance.,seasoning,Negative
Barbecued codfish was gorgeously moist - as if poached - yet the fabulous texture was let down by curiously bland seasoning - a spice rub might have overwhelmed[comma] however herb mix or other sauce would have done much to enhance.,spice rub,Negative
Barbecued codfish was gorgeously moist - as if poached - yet the fabulous texture was let down by curiously bland seasoning - a spice rub might have overwhelmed[comma] however herb mix or other sauce would have done much to enhance.,herb mix,Negative
Barbecued codfish was gorgeously moist - as if poached - yet the fabulous texture was let down by curiously bland seasoning - a spice rub might have overwhelmed[comma] however herb mix or other sauce would have done much to enhance.,sauce,Negative
After dinner[comma] take your date to the HUGE dance floor[comma] probably one of the biggest you'll see in NY.,dance floor,Positive
After dinner[comma] take your date to the HUGE dance floor[comma] probably one of the biggest you'll see in NY.,dinner,Neutral
Taj Mahal offeres gret value and great food.,value,Positive
Taj Mahal offeres gret value and great food.,food,Positive
Has the chef and owner changed???,chef,Neutral
Has the chef and owner changed???,owner,Neutral
My boyfriend and I recently had an early dinner at Artisanal and was satisfied with our experience.,dinner,Positive
But don't ever order bacon late at nite (either platter or in sandwiches[comma] for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos[comma] hurt my molars.,bacon,Negative
But don't ever order bacon late at nite (either platter or in sandwiches[comma] for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos[comma] hurt my molars.,platter,Negative
But don't ever order bacon late at nite (either platter or in sandwiches[comma] for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos[comma] hurt my molars.,in sandwiches,Negative
But don't ever order bacon late at nite (either platter or in sandwiches[comma] for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos[comma] hurt my molars.,frying,Negative
But don't ever order bacon late at nite (either platter or in sandwiches[comma] for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos[comma] hurt my molars.,bacos,Negative
Outstanding Bagels[comma] but you get what you pay for.,Bagels,Positive
Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best[comma] freshly baked bread!,Pizza,Positive
Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best[comma] freshly baked bread!,crust,Positive
Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best[comma] freshly baked bread!,pizza,Positive
Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best[comma] freshly baked bread!,toppings,Neutral
Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best[comma] freshly baked bread!,bread,Positive
I found it on a cold night[comma] the perfect spot to warm up.,spot,Positive
They even have a section in the menu called American Chinese food!,menu,Negative
They even have a section in the menu called American Chinese food!,American Chinese food,Negative
Service was warm and attentive[comma] beef carpaachio was exellent (huge portion) and pasta was fresh and well-prepared.,Service,Positive
Service was warm and attentive[comma] beef carpaachio was exellent (huge portion) and pasta was fresh and well-prepared.,beef carpaachio,Positive
Service was warm and attentive[comma] beef carpaachio was exellent (huge portion) and pasta was fresh and well-prepared.,pasta,Positive
Service was warm and attentive[comma] beef carpaachio was exellent (huge portion) and pasta was fresh and well-prepared.,portion,Positive
kalbi and nebbiolo do work together.,kalbi,Neutral
kalbi and nebbiolo do work together.,nebbiolo,Neutral
Best Italian food I ever had (and being Italian[comma] that means alot).,Italian food,Positive
I will recommend Scopa to all of my friends for a place to go for wonderful Italian food.,Italian food,Positive
Located at the end of a magnificent block.,Located,Positive
Looking around[comma] I saw a room full of New Yorkers enjoying a real meal in a real restaurant[comma] not a clubhouse of the fabulous trying to be seen.,meal,Positive
Looking around[comma] I saw a room full of New Yorkers enjoying a real meal in a real restaurant[comma] not a clubhouse of the fabulous trying to be seen.,room,Neutral
Looking around[comma] I saw a room full of New Yorkers enjoying a real meal in a real restaurant[comma] not a clubhouse of the fabulous trying to be seen.,clubhouse,Negative
They don't walk around with the trays of Dim Sum.,trays of Dim Sum,Neutral
Great bar[comma] most gorgeous bartenders you've ever seen (specifically the blond lady).,bar,Positive
Great bar[comma] most gorgeous bartenders you've ever seen (specifically the blond lady).,bartenders,Positive
We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,dessert,Neutral
We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,waitress,Negative
We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,bill,Neutral
I really loved the different and inovated touch that's the cheff gives to the food.,cheff,Positive
I really loved the different and inovated touch that's the cheff gives to the food.,food,Positive
They came out over cooked and the cheese was almost non existant.,cheese,Negative
I had a terrific meal[comma] and our server guided us toward a very nice wine in our price range[comma] instead of allowing us to purchase a similarly priced wine that wasn't as good.,meal,Positive
I had a terrific meal[comma] and our server guided us toward a very nice wine in our price range[comma] instead of allowing us to purchase a similarly priced wine that wasn't as good.,server,Positive
I had a terrific meal[comma] and our server guided us toward a very nice wine in our price range[comma] instead of allowing us to purchase a similarly priced wine that wasn't as good.,wine,Positive
I had a terrific meal[comma] and our server guided us toward a very nice wine in our price range[comma] instead of allowing us to purchase a similarly priced wine that wasn't as good.,wine,Negative
I had a terrific meal[comma] and our server guided us toward a very nice wine in our price range[comma] instead of allowing us to purchase a similarly priced wine that wasn't as good.,price range,Positive
I had a terrific meal[comma] and our server guided us toward a very nice wine in our price range[comma] instead of allowing us to purchase a similarly priced wine that wasn't as good.,priced,Neutral
The svc can be a bit rude at times[comma] esp if you have big group[comma] but overall the restaurant is a must!,svc,Negative
The food is good[comma] especially their more basic dishes[comma] and the drinks are delicious.,food,Positive
The food is good[comma] especially their more basic dishes[comma] and the drinks are delicious.,dishes,Positive
The food is good[comma] especially their more basic dishes[comma] and the drinks are delicious.,drinks,Positive
But the main hit was the whole grilled fish.,whole grilled fish,Positive
I had the tuna tartare with sake[comma] mushroom ravioli with pinot noir[comma] and the chocolate sampler with a dessert wine for $49.,tuna tartare,Positive
I had the tuna tartare with sake[comma] mushroom ravioli with pinot noir[comma] and the chocolate sampler with a dessert wine for $49.,sake,Positive
I had the tuna tartare with sake[comma] mushroom ravioli with pinot noir[comma] and the chocolate sampler with a dessert wine for $49.,mushroom ravioli,Positive
I had the tuna tartare with sake[comma] mushroom ravioli with pinot noir[comma] and the chocolate sampler with a dessert wine for $49.,pinot noir,Positive
I had the tuna tartare with sake[comma] mushroom ravioli with pinot noir[comma] and the chocolate sampler with a dessert wine for $49.,chocolate sampler,Positive
I had the tuna tartare with sake[comma] mushroom ravioli with pinot noir[comma] and the chocolate sampler with a dessert wine for $49.,dessert wine,Positive
On a hot day it was fabulous to stop in and enjoy lunch.,lunch,Positive
The food is delicious and beautifully prepared along with the friendly and personable service.,food,Positive
The food is delicious and beautifully prepared along with the friendly and personable service.,service,Positive
I usually go there later at night when I get off work so I don't have to deal with crowds or lines.,lines,Negative
I usually go there later at night when I get off work so I don't have to deal with crowds or lines.,crowds,Negative
Pizza here is consistently good.,Pizza,Positive
We had a great tiem watching the shows and characters and ar food was just what we were looking for.,shows,Positive
We had a great tiem watching the shows and characters and ar food was just what we were looking for.,food,Positive
We had a great tiem watching the shows and characters and ar food was just what we were looking for.,characters,Positive
After 2 tries by the waiter to take it away (we hadn't even looked at it yet[comma] we had full beers yet to drink)[comma] the manager approached and told us they needed the table for people with reservations.,waiter,Negative
After 2 tries by the waiter to take it away (we hadn't even looked at it yet[comma] we had full beers yet to drink)[comma] the manager approached and told us they needed the table for people with reservations.,beers,Neutral
After 2 tries by the waiter to take it away (we hadn't even looked at it yet[comma] we had full beers yet to drink)[comma] the manager approached and told us they needed the table for people with reservations.,manager,Negative
After 2 tries by the waiter to take it away (we hadn't even looked at it yet[comma] we had full beers yet to drink)[comma] the manager approached and told us they needed the table for people with reservations.,reservations,Positive
Wouldn't recomend it for dinner!,dinner,Negative
Sauce was watery and the food didn't have much flavor.,Sauce,Negative
Sauce was watery and the food didn't have much flavor.,food,Negative
Sauce was watery and the food didn't have much flavor.,flavor,Negative
My husband and I enjoy Sangria.,Sangria,Positive
But after last night[comma] Spice Grill is the only place I'm eating indian cuisine.,indian cuisine,Positive
We both opted for a pasta dish and they were served timely and fresh.,pasta dish,Positive
We both opted for a pasta dish and they were served timely and fresh.,served,Positive
First the wrong bread came out with the appetizer[comma] then when i tried to order a second glass of wine for my main course...,bread,Negative
First the wrong bread came out with the appetizer[comma] then when i tried to order a second glass of wine for my main course...,appetizer,Neutral
First the wrong bread came out with the appetizer[comma] then when i tried to order a second glass of wine for my main course...,glass of wine,Neutral
First the wrong bread came out with the appetizer[comma] then when i tried to order a second glass of wine for my main course...,main course,Neutral
Not sure where the previous reviewer[comma] lonk[comma] dined[comma] but Saul is in a great neighborhood and has great food!,neighborhood,Positive
Not sure where the previous reviewer[comma] lonk[comma] dined[comma] but Saul is in a great neighborhood and has great food!,food,Positive
In an area sadly lacking in decent Thai food[comma] this is one of the best spots.,Thai food,Positive
Tell them Herky sent you and get a free confused look from the waiter.,waiter,Negative
Make reservations but expect to be delayed 15-20 minutes as the hosting staff was having difficulty seating guests who arrived with a reservation because they probably had a lot of walk ins being so close to Time Square.,hosting staff,Negative
Make reservations but expect to be delayed 15-20 minutes as the hosting staff was having difficulty seating guests who arrived with a reservation because they probably had a lot of walk ins being so close to Time Square.,reservations,Negative
Make reservations but expect to be delayed 15-20 minutes as the hosting staff was having difficulty seating guests who arrived with a reservation because they probably had a lot of walk ins being so close to Time Square.,reservation,Neutral
Make reservations but expect to be delayed 15-20 minutes as the hosting staff was having difficulty seating guests who arrived with a reservation because they probably had a lot of walk ins being so close to Time Square.,seating,Negative
The food was average or above including some surprising tasty dishes.,food,Positive
The food was average or above including some surprising tasty dishes.,dishes,Positive
They don't seem to place an emphasis on specials or fresh ingredients which to me is necessary for good thai.,specials,Negative
They don't seem to place an emphasis on specials or fresh ingredients which to me is necessary for good thai.,ingredients,Negative
They don't seem to place an emphasis on specials or fresh ingredients which to me is necessary for good thai.,thai,Neutral
Other apetizers and food,apetizers,Neutral
Other apetizers and food,food,Neutral
The noodle and rices dishes taste great.,noodle and rices dishes,Positive
The food's as good as ever.,food,Positive
The crust is thin[comma] the ingredients are fresh and the staff is friendly.,crust,Positive
The crust is thin[comma] the ingredients are fresh and the staff is friendly.,staff,Positive
The crust is thin[comma] the ingredients are fresh and the staff is friendly.,ingredients,Positive
Also a little more expensive than your average bagel place.,bagel,Neutral
the food was undercooked-the sauce watery[comma] and the vegetables raw.,food,Negative
the food was undercooked-the sauce watery[comma] and the vegetables raw.,vegetables,Negative
the food was undercooked-the sauce watery[comma] and the vegetables raw.,sauce,Negative
And the fried clams had just enough kick to them to make 'em worth eating.,fried clams,Positive
The sauces used are also not that exciting.,sauces,Negative
The secret is the lunch menu which offers a complimentary appetizer with every entree ordered.,lunch menu,Positive
The secret is the lunch menu which offers a complimentary appetizer with every entree ordered.,appetizer,Positive
The secret is the lunch menu which offers a complimentary appetizer with every entree ordered.,entree,Positive
The rice was poor quality and was cooked so badly it was hard.,rice,Negative
The rice was poor quality and was cooked so badly it was hard.,quality,Negative
The rice was poor quality and was cooked so badly it was hard.,cooked,Negative
We had champagne and caviar and felt like princesses!,champagne,Positive
We had champagne and caviar and felt like princesses!,caviar,Positive
The shrimp scampi was excellent and the antipasti were plentiful.,shrimp scampi,Positive
The shrimp scampi was excellent and the antipasti were plentiful.,antipasti,Positive
When my dessert came[comma] there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift[comma] and said he knew it was a special occassion of some sort.,dessert,Neutral
When my dessert came[comma] there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift[comma] and said he knew it was a special occassion of some sort.,waiter,Positive
I got the $10 10-piece dim sum combo[comma] every bite of which was great.,dim sum combo,Positive
There is also very limited seating and there can be a substantial wait in getting food at peak times.,seating,Negative
There is also very limited seating and there can be a substantial wait in getting food at peak times.,food,Neutral
There is also very limited seating and there can be a substantial wait in getting food at peak times.,wait,Negative
If it's just a quick martini at the bar (which I recommend Jeffery's) or a mind blowing Roast Chicken[comma] go to Village!,martini,Neutral
If it's just a quick martini at the bar (which I recommend Jeffery's) or a mind blowing Roast Chicken[comma] go to Village!,bar,Neutral
If it's just a quick martini at the bar (which I recommend Jeffery's) or a mind blowing Roast Chicken[comma] go to Village!,Roast Chicken,Positive
There was a long wait for a table outside[comma] but it was a little too hot in the sun anyway so our insde table was very nice.,table,Neutral
There was a long wait for a table outside[comma] but it was a little too hot in the sun anyway so our insde table was very nice.,insde table,Positive
There was a long wait for a table outside[comma] but it was a little too hot in the sun anyway so our insde table was very nice.,wait,Negative
The prices are wonderfully low.,prices,Positive
If you like spicy food get the chicken vindaloo.,chicken vindaloo,Neutral
If you like spicy food get the chicken vindaloo.,spicy food,Neutral
I have never been disappointed but their true strength lays in their amazingly delicious and cheap lunch specials.,lunch specials,Positive
So much more than the usual bar food[comma] go there to enjoy the menu while sampling one of their hand-crafted beers.,bar food,Positive
So much more than the usual bar food[comma] go there to enjoy the menu while sampling one of their hand-crafted beers.,menu,Positive
So much more than the usual bar food[comma] go there to enjoy the menu while sampling one of their hand-crafted beers.,hand-crafted beers,Positive
No free drink.,drink,Neutral
This is my first time writing a review for a restaurant because the food and service was excellent.,food,Positive
This is my first time writing a review for a restaurant because the food and service was excellent.,service,Positive
While they keep the capex to a minimum[comma] they do put some cash into the bagels[comma] because they among the best in the city.,capex,Positive
While they keep the capex to a minimum[comma] they do put some cash into the bagels[comma] because they among the best in the city.,bagels,Neutral
The two star chefs left quite some time ago to open their own place.,chefs,Neutral
Don't waste money on decor.,decor,Neutral
They also have a back garden open in the summer - cute and French with outdoor seating - what more could you ask for?,back garden,Positive
They also have a back garden open in the summer - cute and French with outdoor seating - what more could you ask for?,outdoor seating,Positive
I have never before eaten 40 pieces of relatively good nigiri.,nigiri,Neutral
Given the incredible architecture surrounding it[comma] this place has no character.,architecture,Positive
Given the incredible architecture surrounding it[comma] this place has no character.,place,Negative
I'd call it an 'italian dinner'.,dinner,Neutral
While the place is not a hotspot hangout[comma] the drinks are unique and pack a lot of bang for the buck.,drinks,Positive
While the place is not a hotspot hangout[comma] the drinks are unique and pack a lot of bang for the buck.,place,Negative
Have frequented 'ino for several years and the food remains excellent.,food,Positive
Their eggplant is so delicate[comma] sweet tender!,eggplant,Positive
Each bite of food at Kai was indeed delicious[comma] fresh[comma] and elegant.,food,Positive
all the food was excellent - considering the quality of food in most moderately priced restaurants is mediocre this was slightly more pricey and well worth it.,food,Positive
all the food was excellent - considering the quality of food in most moderately priced restaurants is mediocre this was slightly more pricey and well worth it.,quality of food,Positive
all the food was excellent - considering the quality of food in most moderately priced restaurants is mediocre this was slightly more pricey and well worth it.,priced,Neutral
My friend got the mushroom pizza which tasted better.,mushroom pizza,Positive
I had the cod with paella (spicy and very filling[comma] I'm a big eater and could only eat half) while my boyfriend had the classic fish and chips (again[comma] a big serving - at least 5 pieces of fish and a basketful of fries).,cod with paella,Negative
I had the cod with paella (spicy and very filling[comma] I'm a big eater and could only eat half) while my boyfriend had the classic fish and chips (again[comma] a big serving - at least 5 pieces of fish and a basketful of fries).,fish and chips,Negative
I had the cod with paella (spicy and very filling[comma] I'm a big eater and could only eat half) while my boyfriend had the classic fish and chips (again[comma] a big serving - at least 5 pieces of fish and a basketful of fries).,serving,Negative
I had the cod with paella (spicy and very filling[comma] I'm a big eater and could only eat half) while my boyfriend had the classic fish and chips (again[comma] a big serving - at least 5 pieces of fish and a basketful of fries).,fish,Neutral
I had the cod with paella (spicy and very filling[comma] I'm a big eater and could only eat half) while my boyfriend had the classic fish and chips (again[comma] a big serving - at least 5 pieces of fish and a basketful of fries).,fries,Neutral
It's a shame that a nice[comma] convenient place like the Pink Pony can be so ruined by lousy service.,place,Positive
It's a shame that a nice[comma] convenient place like the Pink Pony can be so ruined by lousy service.,service,Negative
You should pass on the calamari.,calamari,Negative
The porcini mushroom pasta special was tasteless[comma] so was the seafood tagliatelle.,porcini mushroom pasta special,Negative
The porcini mushroom pasta special was tasteless[comma] so was the seafood tagliatelle.,seafood tagliatelle,Negative
Try the spicy wontons and the salt pepper shrimps.,spicy wontons,Positive
Try the spicy wontons and the salt pepper shrimps.,salt pepper shrimps,Positive
THE FOOD PORTIONS ARE REALLY LARGE.,FOOD PORTIONS,Positive
The fries are yummy.,fries,Positive
Friendly and informative staff[comma] very attentive and prompt raw bar service.,staff,Positive
Friendly and informative staff[comma] very attentive and prompt raw bar service.,bar service,Positive
Best Taiwanese food in NY!,Taiwanese food,Positive
This place is a great stop for great food.,food,Positive
All the pastas are fantastic and the homemade lasagna is some of the best that I have had in the City.,pastas,Positive
All the pastas are fantastic and the homemade lasagna is some of the best that I have had in the City.,homemade lasagna,Positive
We laughed when he finally offered us a dessert menu and we left a 10 percent tip[comma] which was generous[comma] I feel.,dessert menu,Neutral
We laughed when he finally offered us a dessert menu and we left a 10 percent tip[comma] which was generous[comma] I feel.,tip,Positive
And the prices were way to high for what you get.,prices,Negative
The staff ignored my friends and I the entire time we were there.,staff,Negative
Yet paired with such rude service[comma] would never recommend for anyone interested in carrying any kind of conversation while there.,service,Negative
The in-house lady DJ on Saturday nights has outrageously good taste in music[comma] and moreover[comma] takes requests.,music,Positive
The in-house lady DJ on Saturday nights has outrageously good taste in music[comma] and moreover[comma] takes requests.,in-house lady DJ,Positive
I need at least three rolls to be full[comma] and that's at least $14.00!,rolls,Neutral
Great wine list[comma] reasonably priced.--Sara,wine list,Positive
Great wine list[comma] reasonably priced.--Sara,priced,Positive
The hot dogs were cold in the middle and the buns were stale.,hot dogs,Negative
The hot dogs were cold in the middle and the buns were stale.,buns,Negative
While the food was excellent[comma] it wasn't cheap (though not extremely expensive either).,food,Positive
Beef noodle soup is good as well.,Beef noodle soup,Positive
Delivery service is great too.,Delivery service,Positive
The food's dazzling flavors overwhelm the palate[comma] truly embracing the beauty of authentic Thai cuisine.,food,Positive
The food's dazzling flavors overwhelm the palate[comma] truly embracing the beauty of authentic Thai cuisine.,Thai cuisine,Positive
The food's dazzling flavors overwhelm the palate[comma] truly embracing the beauty of authentic Thai cuisine.,flavors,Positive
I recieved prompt service with a smile.,service,Positive
They pray to their Food Gods to make them into a good pizza like VT's.,pizza,Negative
The place was quiet and delightful.,place,Positive
The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,food,Positive
The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,food,Positive
The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,herbs,Positive
The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,tomatoes,Positive
As much as I like the food there[comma] I can't bring myself to go back.,food,Positive
It looked like shredded cheese partly done - still in strips.,shredded cheese,Negative
The prices and ambience are especially great considering it's in the West Village.,prices,Positive
The prices and ambience are especially great considering it's in the West Village.,ambience,Positive
The soup is pretty good too.,soup,Positive
It is so easy to get a reservation at a top place in NYC with a week's notice.,reservation,Positive
I have never better enjoyed humble root vegetables or a mushroom consomme - and this chef accomplishes without fats.,root vegetables,Positive
I have never better enjoyed humble root vegetables or a mushroom consomme - and this chef accomplishes without fats.,mushroom consomme,Positive
I have never better enjoyed humble root vegetables or a mushroom consomme - and this chef accomplishes without fats.,chef,Positive
If you go to Roth's try to be served by Mike[comma] he is GREAT!!,served,Positive
not the food [comma]not the ambiance [comma] not the service[comma] I agree with the previous reviews you wait and wait [comma] the wait staff are very rude and when you get in they are looking to get you right out .,food,Neutral
not the food [comma]not the ambiance [comma] not the service[comma] I agree with the previous reviews you wait and wait [comma] the wait staff are very rude and when you get in they are looking to get you right out .,ambiance,Neutral
not the food [comma]not the ambiance [comma] not the service[comma] I agree with the previous reviews you wait and wait [comma] the wait staff are very rude and when you get in they are looking to get you right out .,service,Neutral
not the food [comma]not the ambiance [comma] not the service[comma] I agree with the previous reviews you wait and wait [comma] the wait staff are very rude and when you get in they are looking to get you right out .,wait staff,Negative
I always get the Shabu-Shabu dinner and the beef is always fresh.,Shabu-Shabu dinner,Neutral
I always get the Shabu-Shabu dinner and the beef is always fresh.,beef,Positive
The pizza was delivered cold and the cheese wasn't even fully melted!,pizza,Negative
The pizza was delivered cold and the cheese wasn't even fully melted!,cheese,Negative
We were very surprised by how good the food was on our first visit here on a Sunday night.,food,Positive
Nha Trang[comma] while being notorious for utter lack of comfort and decor[comma] horribly slow wait staff and horribly quick meals[comma] is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables.,comfort,Negative
Nha Trang[comma] while being notorious for utter lack of comfort and decor[comma] horribly slow wait staff and horribly quick meals[comma] is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables.,decor,Negative
Nha Trang[comma] while being notorious for utter lack of comfort and decor[comma] horribly slow wait staff and horribly quick meals[comma] is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables.,wait staff,Negative
Nha Trang[comma] while being notorious for utter lack of comfort and decor[comma] horribly slow wait staff and horribly quick meals[comma] is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables.,meals,Negative
Nha Trang[comma] while being notorious for utter lack of comfort and decor[comma] horribly slow wait staff and horribly quick meals[comma] is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables.,pho,Positive
Nha Trang[comma] while being notorious for utter lack of comfort and decor[comma] horribly slow wait staff and horribly quick meals[comma] is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables.,vegtables,Positive
On the other hand[comma] if you are not fooled easily[comma] you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse[comma] and food that will outshine in presentaion[comma] taste[comma] choice[comma] quality and quantity.,service,Neutral
On the other hand[comma] if you are not fooled easily[comma] you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse[comma] and food that will outshine in presentaion[comma] taste[comma] choice[comma] quality and quantity.,ambiance,Neutral
On the other hand[comma] if you are not fooled easily[comma] you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse[comma] and food that will outshine in presentaion[comma] taste[comma] choice[comma] quality and quantity.,food,Negative
On the other hand[comma] if you are not fooled easily[comma] you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse[comma] and food that will outshine in presentaion[comma] taste[comma] choice[comma] quality and quantity.,presentaion,Negative
On the other hand[comma] if you are not fooled easily[comma] you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse[comma] and food that will outshine in presentaion[comma] taste[comma] choice[comma] quality and quantity.,taste,Negative
On the other hand[comma] if you are not fooled easily[comma] you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse[comma] and food that will outshine in presentaion[comma] taste[comma] choice[comma] quality and quantity.,choice,Negative
On the other hand[comma] if you are not fooled easily[comma] you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse[comma] and food that will outshine in presentaion[comma] taste[comma] choice[comma] quality and quantity.,quality,Negative
On the other hand[comma] if you are not fooled easily[comma] you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse[comma] and food that will outshine in presentaion[comma] taste[comma] choice[comma] quality and quantity.,quantity,Negative
I live in the neighborhood and my friends meet me down here not only for the bar scene but also the promise of The Pizza Place at 3am.,bar scene,Positive
If I could rate the people this place would be off the charts - unfortunately - the pizza[comma] sorry - not the best in NYC.,people,Positive
If I could rate the people this place would be off the charts - unfortunately - the pizza[comma] sorry - not the best in NYC.,pizza,Negative
The food is amazing!!!!,food,Positive
